site_id,velib_mean,velib_std,velib_min,velib_25%
100007049,4.14414073712302,1.9786271562562898,0.10245560161096197,2.570588422094733
100036718,4.786180095115226,2.1174398153194587,0.10353824595069026,3.1605132669876026
100036719,3.48168857896366,1.5879430358431066,0.020678872847382707,2.3235278715464647
100042374,5.747814295992635,2.5492256840067067,0.1892153635089958,3.9295927888737285
100044493,3.796803060428839,1.9195512646562622,0.0760905612884573,2.361607375783932
100047542,5.4048530272407165,2.386180938336161,0.031436272008390706,3.6376595016579567
100047545,4.790106416031796,2.2480960873088973,0.04738225816878034,3.037951590472554
100047546,5.452379000660503,2.2742418851239314,0.2368052146207499,3.802924716794465
100047547,5.576720272694914,2.2351805519897745,0.19121157423447321,3.9544599739074693
100047548,5.364282901214487,2.3813211664631906,0.06691741929951246,3.6080414988336167
100049407,3.9355186202473185,1.6904043053309248,0.1615747662286878,2.6605343665585672
100050876,3.365210745907909,1.5250006006699788,0.04788880537976612,2.18824369856188
100056046,3.963195519871029,1.8405944905355398,0.07172016958387618,2.5852537400215545
100056047,3.6767804772530934,1.6696704349903797,0.26353330891461657,2.4221084208446655
100056223,3.972575577306149,1.8463698846735628,0.08875447664009932,2.5790918945543897
100056226,5.980840095972839,2.4218994412643293,0.15723679153870793,4.218945709104058
100056327,5.527821019708856,2.531932779429242,0.069430402114715,3.6379798143366164
100056329,4.1006943062586885,1.8840070313903818,0.0799010055256534,2.578212253955778
100056330,5.162836017184598,2.3904967023332686,0.10363545335921426,3.4092934307315184
100056331,6.881090229075352,2.6447119710976534,0.027633703483215876,5.086251107766224
100056332,4.510168919308458,2.0577510479105108,0.18476738497389553,2.887331384839414
100056334,3.375796625043007,1.6240328443521772,0.16167054919929572,2.137085311783145
100056335,3.922858774856504,1.8162702825485335,0.06111806760533768,2.5870205709900156
100056336,3.5384307063966065,1.5770596920259519,0.1043808114417087,2.3543071002614115
100057329,4.0913804833360015,1.8735838027275948,0.039387286598156594,2.584307701346928
100057380,3.8475299712722446,1.7810557940572316,0.258034020387591,2.5314272624678322
100057445,3.3381431348970856,1.5747506980425463,0.10765745864468956,2.1352342219470843
100060178,4.059987092297027,1.8195732785923995,0.1546902565470318,2.754893328521657
100063175,4.267778821543053,2.079905442889223,0.16724839922408705,2.539641930036599
300014702,4.786780177733628,2.1619548925310013,0.06989263145645377,3.2235655001139216
