mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_lgbmregressor__colsample_bytree,param_lgbmregressor__learning_rate,param_lgbmregressor__min_child_samples,param_lgbmregressor__n_estimators,param_lgbmregressor__num_leaves,param_lgbmregressor__reg_alpha,param_lgbmregressor__reg_lambda,param_lgbmregressor__subsample,param_lgbmregressor__subsample_freq,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,mean_train_score,std_train_score
10.660414576530457,5.236358692200895,0.8123940825462341,0.10335628177706309,0.4024370696167828,0.1,14,205,21,0.8197044812718458,0.7908293574351404,0.366737470314622,3,"{'lgbmregressor__colsample_bytree': 0.4024370696167828, 'lgbmregressor__learning_rate': 0.1, 'lgbmregressor__min_child_samples': 14, 'lgbmregressor__n_estimators': 205, 'lgbmregressor__num_leaves': 21, 'lgbmregressor__reg_alpha': 0.8197044812718458, 'lgbmregressor__reg_lambda': 0.7908293574351404, 'lgbmregressor__subsample': 0.366737470314622, 'lgbmregressor__subsample_freq': 3}",-0.8964110812114563,-0.6773564682814213,-0.73850740611728,-0.7070129662571578,-0.8396496471603073,-0.6658413689942858,-0.7094732428757331,-0.5819360605861245,-0.7270235301854707,0.09319170231849849,7,-0.37654268846992583,-0.41213082777063836,-0.4283766274975245,-0.44716052064857037,-0.45425913297687187,-0.46735263266225224,-0.47535805714151097,-0.48554676701499305,-0.4433409067727859,0.033868852402129154
9.695261806249619,4.54032519737086,0.7735503017902374,0.10705048450002749,0.9441644053845619,0.1,11,233,29,0.42460499995307044,0.8242603723750688,0.6028705765355633,9,"{'lgbmregressor__colsample_bytree': 0.9441644053845619, 'lgbmregressor__learning_rate': 0.1, 'lgbmregressor__min_child_samples': 11, 'lgbmregressor__n_estimators': 233, 'lgbmregressor__num_leaves': 29, 'lgbmregressor__reg_alpha': 0.42460499995307044, 'lgbmregressor__reg_lambda': 0.8242603723750688, 'lgbmregressor__subsample': 0.6028705765355633, 'lgbmregressor__subsample_freq': 9}",-0.8854338086660455,-0.6695861439625266,-0.7376539523038904,-0.725681169839545,-0.825404510304524,-0.6551233196329603,-0.6919909959492051,-0.49937097278410597,-0.7112806091803504,0.1086429840400549,3,-0.32321090593204377,-0.3656622698202089,-0.3855912343062819,-0.4031559664656661,-0.4071828442386031,-0.42532110023933295,-0.42831661308075214,-0.43181841298414353,-0.3962824183833791,0.03480238386249112
14.779414355754852,7.082337090923717,1.0010294914245605,0.05017015568822795,0.15360026816786432,0.1,7,263,41,0.38804256720615615,0.47540092218745467,0.9909678266700872,4,"{'lgbmregressor__colsample_bytree': 0.15360026816786432, 'lgbmregressor__learning_rate': 0.1, 'lgbmregressor__min_child_samples': 7, 'lgbmregressor__n_estimators': 263, 'lgbmregressor__num_leaves': 41, 'lgbmregressor__reg_alpha': 0.38804256720615615, 'lgbmregressor__reg_lambda': 0.47540092218745467, 'lgbmregressor__subsample': 0.9909678266700872, 'lgbmregressor__subsample_freq': 4}",-1.045991516083554,-0.7266083631108144,-0.8330646810638656,-0.7343994791212197,-0.8811959253378135,-0.735243675627435,-0.7447406708220052,-0.5991378499388673,-0.7875477701381968,0.12461929636979582,13,-0.37367395354230315,-0.40537100602546394,-0.4217462102081529,-0.43636752750759034,-0.4453407693604894,-0.4590485606482493,-0.4668367224904074,-0.47245769029018364,-0.43510530500910505,0.031460542472419965
11.185202687978745,5.80597148968433,0.8746488690376282,0.06610224923649474,0.7220794786290338,0.1,14,276,31,0.5463723196111618,0.15320999945918068,0.6238768932135249,7,"{'lgbmregressor__colsample_bytree': 0.7220794786290338, 'lgbmregressor__learning_rate': 0.1, 'lgbmregressor__min_child_samples': 14, 'lgbmregressor__n_estimators': 276, 'lgbmregressor__num_leaves': 31, 'lgbmregressor__reg_alpha': 0.5463723196111618, 'lgbmregressor__reg_lambda': 0.15320999945918068, 'lgbmregressor__subsample': 0.6238768932135249, 'lgbmregressor__subsample_freq': 7}",-0.8700616279954168,-0.6677644395731309,-0.7025443156577902,-0.7359029778581839,-0.8086457839115139,-0.6503555798327624,-0.6943827490406588,-0.5169105557651713,-0.7058210037043284,0.09925112485179852,1,-0.3148428513631588,-0.3552696059488961,-0.3771439209645833,-0.3917282717292804,-0.3981244141232923,-0.4123429410864036,-0.41701510890390564,-0.42139407193937645,-0.38598264825736206,0.033864743865430265
4.7027256190776825,2.479012382740951,0.43957361578941345,0.0355423873939037,0.6059459505413543,0.1,5,52,41,0.9232922694274666,0.7833422770327372,0.36118535543739416,9,"{'lgbmregressor__colsample_bytree': 0.6059459505413543, 'lgbmregressor__learning_rate': 0.1, 'lgbmregressor__min_child_samples': 5, 'lgbmregressor__n_estimators': 52, 'lgbmregressor__num_leaves': 41, 'lgbmregressor__reg_alpha': 0.9232922694274666, 'lgbmregressor__reg_lambda': 0.7833422770327372, 'lgbmregressor__subsample': 0.36118535543739416, 'lgbmregressor__subsample_freq': 9}",-0.8865611047137154,-0.6990638245096681,-0.7578370982134255,-0.6725039672701318,-0.8304883842612413,-0.7285390178887536,-0.7326694545364577,-0.5778884862613378,-0.7356939172068414,0.0884129848877219,9,-0.4190958301702645,-0.46352075261958214,-0.4786345750387258,-0.4954799038612358,-0.5032171916372168,-0.5227334060347831,-0.5282967563298316,-0.5350184185031737,-0.49324960427435166,0.036302107762090204
12.008510619401932,5.623225778647376,1.2128473818302155,0.0985117128804261,0.29889701885289965,0.1,18,217,46,0.27247466897869466,0.508382705345639,0.14808434325324182,9,"{'lgbmregressor__colsample_bytree': 0.29889701885289965, 'lgbmregressor__learning_rate': 0.1, 'lgbmregressor__min_child_samples': 18, 'lgbmregressor__n_estimators': 217, 'lgbmregressor__num_leaves': 46, 'lgbmregressor__reg_alpha': 0.27247466897869466, 'lgbmregressor__reg_lambda': 0.508382705345639, 'lgbmregressor__subsample': 0.14808434325324182, 'lgbmregressor__subsample_freq': 9}",-0.944656602212247,-0.7002482835910978,-0.7449869426670304,-0.6743195486187551,-0.8363733277849815,-0.6439652416603452,-0.7085848797303784,-0.6080169096297575,-0.7326439669868241,0.10264463231627016,8,-0.3632162756480751,-0.3846052430896638,-0.4006935908624163,-0.4145866644751141,-0.4198489725356025,-0.43279185837736595,-0.4358874932752667,-0.44046778267817693,-0.4115122351177102,0.025342359800608543
6.820088863372803,3.217626720851362,0.626146525144577,0.056760468313736115,0.14838350608656958,0.1,8,102,30,0.8522844847445912,0.49283018796179445,0.116865236963822,4,"{'lgbmregressor__colsample_bytree': 0.14838350608656958, 'lgbmregressor__learning_rate': 0.1, 'lgbmregressor__min_child_samples': 8, 'lgbmregressor__n_estimators': 102, 'lgbmregressor__num_leaves': 30, 'lgbmregressor__reg_alpha': 0.8522844847445912, 'lgbmregressor__reg_lambda': 0.49283018796179445, 'lgbmregressor__subsample': 0.116865236963822, 'lgbmregressor__subsample_freq': 4}",-1.0633204016207107,-0.8223803550798184,-0.8662340017516444,-0.868516490213361,-0.9554813404522734,-0.8106593603073702,-0.781568098436299,-0.6161112285378892,-0.8480339095499208,0.12191431383623615,14,-0.5336705315622606,-0.5723700233786982,-0.5711074933777451,-0.5933204912531669,-0.5995155858828528,-0.6200857396830042,-0.6310237232831878,-0.6383475575192346,-0.5949301432425187,0.03292692165368806
5.948481172323227,2.6695945364780598,0.45864051580429077,0.03979171291596008,0.13167771045039434,0.1,7,75,23,0.9545851756274973,0.8056878563231936,0.9868618212758624,5,"{'lgbmregressor__colsample_bytree': 0.13167771045039434, 'lgbmregressor__learning_rate': 0.1, 'lgbmregressor__min_child_samples': 7, 'lgbmregressor__n_estimators': 75, 'lgbmregressor__num_leaves': 23, 'lgbmregressor__reg_alpha': 0.9545851756274973, 'lgbmregressor__reg_lambda': 0.8056878563231936, 'lgbmregressor__subsample': 0.9868618212758624, 'lgbmregressor__subsample_freq': 5}",-1.05789248433545,-0.9819261672185605,-0.9080676533558106,-0.8298557025605005,-0.9771546425558735,-0.9324327411218398,-0.8019014630983418,-0.696697979953825,-0.8982411042750251,0.1087211163522443,15,-0.5775081405068413,-0.7370645802648295,-0.6630999148253517,-0.6841881524562594,-0.69199110698768,-0.7128201474938516,-0.7210615191630511,-0.7298142132052647,-0.6896934718628911,0.04834879371629378
8.8950534760952,4.625537882444281,0.7207299470901489,0.08647670021552843,0.901312365548177,0.1,19,266,12,0.3963705375359433,0.2631327697309983,0.4107839488384195,9,"{'lgbmregressor__colsample_bytree': 0.901312365548177, 'lgbmregressor__learning_rate': 0.1, 'lgbmregressor__min_child_samples': 19, 'lgbmregressor__n_estimators': 266, 'lgbmregressor__num_leaves': 12, 'lgbmregressor__reg_alpha': 0.3963705375359433, 'lgbmregressor__reg_lambda': 0.2631327697309983, 'lgbmregressor__subsample': 0.4107839488384195, 'lgbmregressor__subsample_freq': 9}",-0.8658744172012142,-0.6822976964294887,-0.7169867153363051,-0.7211915263129418,-0.844403545603068,-0.668645741359421,-0.7140976651046661,-0.5849396645513535,-0.7248046214873073,0.08581685995078495,6,-0.3803374588363793,-0.4280181626625189,-0.44520411456604086,-0.4597080319114905,-0.4673470645604275,-0.4878905894644523,-0.49523313215024756,-0.5022159587009328,-0.45824431410656125,0.03778016592754099
5.694187492132187,3.1396479684616416,0.5643671452999115,0.06161160701939867,0.9059415988180457,0.1,12,136,13,0.6477606421323387,0.45859512499966304,0.692522190242949,1,"{'lgbmregressor__colsample_bytree': 0.9059415988180457, 'lgbmregressor__learning_rate': 0.1, 'lgbmregressor__min_child_samples': 12, 'lgbmregressor__n_estimators': 136, 'lgbmregressor__num_leaves': 13, 'lgbmregressor__reg_alpha': 0.6477606421323387, 'lgbmregressor__reg_lambda': 0.45859512499966304, 'lgbmregressor__subsample': 0.692522190242949, 'lgbmregressor__subsample_freq': 1}",-0.8758785750065736,-0.6905463014313818,-0.7493537324302297,-0.7268123167708809,-0.8578291544756612,-0.7773167397991536,-0.7450312099230562,-0.5951506059150063,-0.7522398294689929,0.08385587643211649,12,-0.4151549793236172,-0.4609045835750488,-0.4819458195856845,-0.4942854394873441,-0.50524597781739,-0.5309701041654733,-0.5361057518183986,-0.5437358015368764,-0.4960435571637291,0.040564184506923465
