mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_lgbmregressor__colsample_bytree,param_lgbmregressor__learning_rate,param_lgbmregressor__min_child_samples,param_lgbmregressor__n_estimators,param_lgbmregressor__num_leaves,param_lgbmregressor__reg_alpha,param_lgbmregressor__reg_lambda,param_lgbmregressor__subsample,param_lgbmregressor__subsample_freq,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,mean_train_score,std_train_score
4.673773467540741,2.101383783773846,0.43123066425323486,0.07496230684497907,0.7556966799698974,0.1,10,113,13,0.8737527601171884,0.48497112476415327,0.04123322036514265,4,"{'lgbmregressor__colsample_bytree': 0.7556966799698974, 'lgbmregressor__learning_rate': 0.1, 'lgbmregressor__min_child_samples': 10, 'lgbmregressor__n_estimators': 113, 'lgbmregressor__num_leaves': 13, 'lgbmregressor__reg_alpha': 0.8737527601171884, 'lgbmregressor__reg_lambda': 0.48497112476415327, 'lgbmregressor__subsample': 0.04123322036514265, 'lgbmregressor__subsample_freq': 4}",-0.8868461067376561,-0.7006507886575748,-0.7617122327320426,-0.6583899477645897,-0.8662652856710618,-0.7626227744943963,-0.7501355077898222,-0.6189014528730681,-0.7506905120900265,0.08699983025070301,6,-0.46638174047715847,-0.49406471786938555,-0.5131479140127894,-0.5287057279806802,-0.5308477429675449,-0.5593426443687389,-0.5606612648953492,-0.5658843622948344,-0.5273795143583101,0.03289922092104804
4.085756868124008,1.9728745018012006,0.415533185005188,0.058367984809185314,0.2380108268080997,0.1,8,64,45,0.6346322722981749,0.9757826211818734,0.011499387913389336,7,"{'lgbmregressor__colsample_bytree': 0.2380108268080997, 'lgbmregressor__learning_rate': 0.1, 'lgbmregressor__min_child_samples': 8, 'lgbmregressor__n_estimators': 64, 'lgbmregressor__num_leaves': 45, 'lgbmregressor__reg_alpha': 0.6346322722981749, 'lgbmregressor__reg_lambda': 0.9757826211818734, 'lgbmregressor__subsample': 0.011499387913389336, 'lgbmregressor__subsample_freq': 7}",-1.0231778795735222,-0.8861292123657267,-0.9209897547833734,-0.8063528038971808,-0.954400850860063,-0.9265872542466834,-0.865973485791147,-0.6302812222541772,-0.8767365579714842,0.11057712886831517,11,-0.6251103841308294,-0.6500123784462197,-0.6302867152155813,-0.6531468526371925,-0.6508281160828338,-0.6737639759483671,-0.6911584302762552,-0.7011938468062142,-0.6594375874429366,0.025460026557951345
6.3419060707092285,3.0691455249785324,0.5724821090698242,0.0345466739749166,0.4662364649356362,0.1,8,180,17,0.2531107727232125,0.8551201220950966,0.31161819161659365,7,"{'lgbmregressor__colsample_bytree': 0.4662364649356362, 'lgbmregressor__learning_rate': 0.1, 'lgbmregressor__min_child_samples': 8, 'lgbmregressor__n_estimators': 180, 'lgbmregressor__num_leaves': 17, 'lgbmregressor__reg_alpha': 0.2531107727232125, 'lgbmregressor__reg_lambda': 0.8551201220950966, 'lgbmregressor__subsample': 0.31161819161659365, 'lgbmregressor__subsample_freq': 7}",-0.9044120974238801,-0.696372338944922,-0.7375811353073805,-0.7088725322008416,-0.8272827789894431,-0.7811583193793763,-0.7208816296243593,-0.5765509912980814,-0.7441389778960354,0.09094353532272706,5,-0.3972511647889374,-0.4359717282361411,-0.4548223496551997,-0.4761249445786779,-0.48211060731296684,-0.5038006578134376,-0.5065879833006187,-0.5108390485512206,-0.47093856052965,0.037092460217045854
5.275889754295349,2.6129437483088163,0.47128957509994507,0.02983983387233787,0.9021964346045742,0.1,5,149,18,0.4199155679462576,0.19381928794783132,0.11113854301012605,3,"{'lgbmregressor__colsample_bytree': 0.9021964346045742, 'lgbmregressor__learning_rate': 0.1, 'lgbmregressor__min_child_samples': 5, 'lgbmregressor__n_estimators': 149, 'lgbmregressor__num_leaves': 18, 'lgbmregressor__reg_alpha': 0.4199155679462576, 'lgbmregressor__reg_lambda': 0.19381928794783132, 'lgbmregressor__subsample': 0.11113854301012605, 'lgbmregressor__subsample_freq': 3}",-0.8697424177481243,-0.7111371723560901,-0.733326340180833,-0.707722492416212,-0.8302976827869258,-0.6940629110259009,-0.727486592379,-0.5691772226939436,-0.7303691039483786,0.08486120581633848,3,-0.3948042181341483,-0.4312835162346069,-0.45059139865242137,-0.46405264898499604,-0.47042483020747106,-0.48966403267438513,-0.49715832272363586,-0.5035614988645949,-0.46269255830953243,0.03425830235940034
4.413089781999588,2.3040529333371675,0.3773886263370514,0.03720957963236566,0.6715931834927275,0.1,18,117,10,0.35174622258720223,0.014298625468371018,0.3064134166398036,5,"{'lgbmregressor__colsample_bytree': 0.6715931834927275, 'lgbmregressor__learning_rate': 0.1, 'lgbmregressor__min_child_samples': 18, 'lgbmregressor__n_estimators': 117, 'lgbmregressor__num_leaves': 10, 'lgbmregressor__reg_alpha': 0.35174622258720223, 'lgbmregressor__reg_lambda': 0.014298625468371018, 'lgbmregressor__subsample': 0.3064134166398036, 'lgbmregressor__subsample_freq': 5}",-0.8841788195408881,-0.7056353493108963,-0.7780557228685359,-0.6820939442837715,-0.864100942747466,-0.8870089985171182,-0.7919511549827631,-0.6524749294350211,-0.7806874827108075,0.08724841737488084,8,-0.4650533721064642,-0.5110780468154602,-0.5338960134058836,-0.5535996933254035,-0.5597674878918261,-0.5905365890699519,-0.5928812362540002,-0.5993183312867508,-0.5507663462694676,0.043313050877202657
3.0565514266490936,1.5663606942765604,0.2612321078777313,0.04872666829328944,0.010266012771675825,0.1,13,114,22,0.3280953536619291,0.27767875721435653,0.7875463833967252,2,"{'lgbmregressor__colsample_bytree': 0.010266012771675825, 'lgbmregressor__learning_rate': 0.1, 'lgbmregressor__min_child_samples': 13, 'lgbmregressor__n_estimators': 114, 'lgbmregressor__num_leaves': 22, 'lgbmregressor__reg_alpha': 0.3280953536619291, 'lgbmregressor__reg_lambda': 0.27767875721435653, 'lgbmregressor__subsample': 0.7875463833967252, 'lgbmregressor__subsample_freq': 2}",-1.698402957058701,-1.487236945663666,-1.5209168942655813,-1.4652261151292312,-1.4564011147436666,-1.5307305363069503,-1.3613690765630304,-1.2136178498411911,-1.4667376861965022,0.13057603810794033,14,-1.4030787159351628,-1.4172327699143799,-1.38409960906314,-1.4124763164226288,-1.4196680772477894,-1.4271978139785828,-1.4377750838083305,-1.428901638973325,-1.4163037531679172,0.01572118338095263
8.401007294654846,3.789884022604971,0.6505904793739319,0.05674812798050304,0.7444734801739649,0.1,6,96,48,0.7908450494102401,0.03117348655026153,0.8792305401735899,6,"{'lgbmregressor__colsample_bytree': 0.7444734801739649, 'lgbmregressor__learning_rate': 0.1, 'lgbmregressor__min_child_samples': 6, 'lgbmregressor__n_estimators': 96, 'lgbmregressor__num_leaves': 48, 'lgbmregressor__reg_alpha': 0.7908450494102401, 'lgbmregressor__reg_lambda': 0.03117348655026153, 'lgbmregressor__subsample': 0.8792305401735899, 'lgbmregressor__subsample_freq': 6}",-0.8747958967789357,-0.6845987542788116,-0.7664465553879615,-0.7121175019069123,-0.83077976681902,-0.6637806329088864,-0.7108891382743102,-0.5469701829352339,-0.7237973036612589,0.09537700023360439,2,-0.34425206175465767,-0.384034279182246,-0.4110317017580787,-0.42407185854948926,-0.43340810924981815,-0.45104346114889815,-0.45199847369808765,-0.45882351976093155,-0.41983293313777587,0.03674695942602794
2.98517844080925,1.4661469653371715,0.2998577952384949,0.03420029526450727,0.22527574389566363,0.1,19,54,11,0.05982588656844656,0.8720407496106245,0.13131859722006534,6,"{'lgbmregressor__colsample_bytree': 0.22527574389566363, 'lgbmregressor__learning_rate': 0.1, 'lgbmregressor__min_child_samples': 19, 'lgbmregressor__n_estimators': 54, 'lgbmregressor__num_leaves': 11, 'lgbmregressor__reg_alpha': 0.05982588656844656, 'lgbmregressor__reg_lambda': 0.8720407496106245, 'lgbmregressor__subsample': 0.13131859722006534, 'lgbmregressor__subsample_freq': 6}",-1.017388431706389,-0.9031430556536176,-0.9765385662950581,-0.8463291402039738,-0.9577169658804776,-0.992363047480893,-0.8947630354855648,-0.6849369321482551,-0.9091473968567786,0.10000060418977938,12,-0.7017321267101811,-0.7677413240845272,-0.7417956019392563,-0.7690001486196537,-0.7743447097609019,-0.8001742461886107,-0.8233325379194208,-0.8306020643848776,-0.7760903449509287,0.03970466745985259
7.073214143514633,3.3474406932299288,0.6428520977497101,0.031373899639301685,0.7953301447501588,0.1,8,160,22,0.4421311971002855,0.2698193088652814,0.1794135079869632,2,"{'lgbmregressor__colsample_bytree': 0.7953301447501588, 'lgbmregressor__learning_rate': 0.1, 'lgbmregressor__min_child_samples': 8, 'lgbmregressor__n_estimators': 160, 'lgbmregressor__num_leaves': 22, 'lgbmregressor__reg_alpha': 0.4421311971002855, 'lgbmregressor__reg_lambda': 0.2698193088652814, 'lgbmregressor__subsample': 0.1794135079869632, 'lgbmregressor__subsample_freq': 2}",-0.8813073167274046,-0.6863533523129602,-0.7183653106197524,-0.715858296659285,-0.8362078530209415,-0.688358233298845,-0.7116715993533119,-0.549243597285565,-0.7234206949097582,0.0940817077372053,1,-0.37740329332136424,-0.4099171559276767,-0.43194896819446477,-0.4484693524691788,-0.4534799580187451,-0.47243025205718703,-0.47678187191833743,-0.4800079024123072,-0.44380484428990763,0.03359878791012733
8.27362847328186,4.052322543947651,0.6265828609466553,0.043665283060511116,0.5720941390635637,0.1,13,125,28,0.1425719293021992,0.8925622087618915,0.7358261303699256,4,"{'lgbmregressor__colsample_bytree': 0.5720941390635637, 'lgbmregressor__learning_rate': 0.1, 'lgbmregressor__min_child_samples': 13, 'lgbmregressor__n_estimators': 125, 'lgbmregressor__num_leaves': 28, 'lgbmregressor__reg_alpha': 0.1425719293021992, 'lgbmregressor__reg_lambda': 0.8925622087618915, 'lgbmregressor__subsample': 0.7358261303699256, 'lgbmregressor__subsample_freq': 4}",-0.8932571637913367,-0.6909531297825199,-0.7526012915674708,-0.6869569831267975,-0.8391716197583363,-0.70116668215448,-0.7131611288737543,-0.5958508255730134,-0.7341398530784635,0.08763084757652019,4,-0.3760465585084578,-0.41148857308591813,-0.4339225137643105,-0.4523626855669789,-0.460115643633428,-0.4783637397957579,-0.48438309721480793,-0.4894667838098538,-0.44826869942243913,0.03680859703304135
