mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_xgbregressor__colsample_bylevel,param_xgbregressor__colsample_bynode,param_xgbregressor__colsample_bytree,param_xgbregressor__learning_rate,param_xgbregressor__max_depth,param_xgbregressor__n_estimators,param_xgbregressor__subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,mean_train_score,std_train_score
12.160675048828125,6.264657501231312,1.1935276985168457,0.12309547952289825,0.7352067316937125,0.8199660094832014,0.09381201742955947,0.281202332548918,15,107,0.08927212219661873,"{'xgbregressor__colsample_bylevel': 0.7352067316937125, 'xgbregressor__colsample_bynode': 0.8199660094832014, 'xgbregressor__colsample_bytree': 0.09381201742955947, 'xgbregressor__learning_rate': 0.281202332548918, 'xgbregressor__max_depth': 15, 'xgbregressor__n_estimators': 107, 'xgbregressor__subsample': 0.08927212219661873}",-1.6065270704029606,-1.410420210780686,-1.610658629618204,-1.3673776250705914,-1.58244996366984,-1.3786622254262877,-1.0896695426584604,-1.13413414280106,-1.397487426303511,0.19002819580682506,5,-0.826615148235941,-1.0244964033992532,-1.008874244074278,-1.1414863422402002,-0.9725179678569421,-1.1404001419532783,-1.091752304823532,-1.1639811951027255,-1.0462654684607688,0.10571858222005645
25.067268282175064,13.40359822854016,3.002936065196991,0.6476695100019391,0.6539513886866604,0.2464375813542703,0.34773990944772326,0.3729847516154433,9,286,0.798725822489827,"{'xgbregressor__colsample_bylevel': 0.6539513886866604, 'xgbregressor__colsample_bynode': 0.2464375813542703, 'xgbregressor__colsample_bytree': 0.34773990944772326, 'xgbregressor__learning_rate': 0.3729847516154433, 'xgbregressor__max_depth': 9, 'xgbregressor__n_estimators': 286, 'xgbregressor__subsample': 0.798725822489827}",-1.6383711070433769,-1.535621993408133,-1.8039406248800192,-1.5040801402756403,-1.5103759637356946,-1.3563161107542687,-1.0787027922522958,-1.1024478514370106,-1.441232072973305,0.2349134030432996,10,-0.6046294131859299,-0.7575933460202475,-0.8531687652327765,-0.9429903920701036,-0.9973258924570224,-1.0214623101070948,-1.0182527761742814,-1.016849423761087,-0.9015340398760678,0.14291994254274004
21.058222889900208,12.865709517433205,2.7033993005752563,1.821938095543257,0.7390055554973449,0.4513760769961449,0.2416220535052328,0.006276134310547299,10,120,0.19298577996162414,"{'xgbregressor__colsample_bylevel': 0.7390055554973449, 'xgbregressor__colsample_bynode': 0.4513760769961449, 'xgbregressor__colsample_bytree': 0.2416220535052328, 'xgbregressor__learning_rate': 0.006276134310547299, 'xgbregressor__max_depth': 10, 'xgbregressor__n_estimators': 120, 'xgbregressor__subsample': 0.19298577996162414}",-1.7823324175485091,-1.7407002727345275,-1.8557156694222097,-1.9663353313411815,-1.9110890449659728,-2.039257378533338,-2.005627542290371,-1.8898241805628007,-1.8988602296748638,0.09769177163424803,16,-2.0117297527270463,-1.968293362809044,-1.9253493083377065,-1.912542051772783,-1.9175664545201416,-1.922603486011474,-1.9407862220252559,-1.9325190492135509,-1.9414237109271253,0.031145873124339318
132.5686607658863,116.03581689830841,26.82593607902527,13.269205955553776,0.782940017481296,0.2510591101550035,0.8997687223785191,0.7232180530251172,13,325,0.5886936365526549,"{'xgbregressor__colsample_bylevel': 0.782940017481296, 'xgbregressor__colsample_bynode': 0.2510591101550035, 'xgbregressor__colsample_bytree': 0.8997687223785191, 'xgbregressor__learning_rate': 0.7232180530251172, 'xgbregressor__max_depth': 13, 'xgbregressor__n_estimators': 325, 'xgbregressor__subsample': 0.5886936365526549}",-1.8652100036789725,-1.9174589101412391,-1.9874703374299834,-1.878110406743281,-1.7947980607449388,-1.7499197039119758,-1.4915249379219895,-1.3589861706972999,-1.7554348164087101,0.2048145552351657,14,-0.12074677162223975,-0.19789645244862492,-0.2300388771922894,-0.26059848199903285,-0.29142641414593085,-0.3094980082144081,-0.3236636668891562,-0.3344469757924278,-0.2585394560380137,0.0681564017472444
121.8361867070198,67.76676964889204,6.584139257669449,2.0843801501068575,0.4718356138949339,0.11689836944723908,0.4007475870088,0.41725020786893796,9,433,0.9946016696190105,"{'xgbregressor__colsample_bylevel': 0.4718356138949339, 'xgbregressor__colsample_bynode': 0.11689836944723908, 'xgbregressor__colsample_bytree': 0.4007475870088, 'xgbregressor__learning_rate': 0.41725020786893796, 'xgbregressor__max_depth': 9, 'xgbregressor__n_estimators': 433, 'xgbregressor__subsample': 0.9946016696190105}",-1.5479065415991962,-1.4557752794870165,-1.7469240323717425,-1.378226102365408,-1.5251964391485586,-1.2976485952620127,-1.0524123784624266,-1.083613873500518,-1.38596290527461,0.22116413237489935,4,-0.8683189267918777,-1.0038837133901177,-1.0699130174801725,-1.1147246107639397,-1.1460946733883792,-1.167227719109878,-1.1698289934755624,-1.147127248967628,-1.0858898629209444,0.09758655403235973
180.87585866451263,100.7926989559828,15.643870890140533,7.33451389863138,0.6429125906557899,0.3548946887389861,0.6287197265439307,0.14103267421998644,17,214,0.3819938358469436,"{'xgbregressor__colsample_bylevel': 0.6429125906557899, 'xgbregressor__colsample_bynode': 0.3548946887389861, 'xgbregressor__colsample_bytree': 0.6287197265439307, 'xgbregressor__learning_rate': 0.14103267421998644, 'xgbregressor__max_depth': 17, 'xgbregressor__n_estimators': 214, 'xgbregressor__subsample': 0.3819938358469436}",-1.5641498792852286,-1.4678059373048187,-1.5992213700742666,-1.483456538332344,-1.5369075626618094,-1.3969012749636451,-1.0988401320523247,-1.1276495553325803,-1.4093665312508772,0.1806655869313825,7,-0.25309650206645495,-0.3050959889640063,-0.350567877627961,-0.36714202831468223,-0.4044424468227289,-0.4166654130361314,-0.4349964621220651,-0.4636145834897911,-0.3744526628054776,0.06562992596611496
122.81984767317772,78.26902408676138,8.097877532243729,4.977642400888197,0.419653562396777,0.12134129473419497,0.6145865166294352,0.5503964421388273,15,509,0.660820466892432,"{'xgbregressor__colsample_bylevel': 0.419653562396777, 'xgbregressor__colsample_bynode': 0.12134129473419497, 'xgbregressor__colsample_bytree': 0.6145865166294352, 'xgbregressor__learning_rate': 0.5503964421388273, 'xgbregressor__max_depth': 15, 'xgbregressor__n_estimators': 509, 'xgbregressor__subsample': 0.660820466892432}",-1.7008676802203018,-1.671224464822144,-1.919293944301925,-1.658194234199727,-1.632349988934823,-1.4942481771035752,-1.1589878588553773,-1.1447689298910306,-1.5474919097911128,0.2531014160432149,12,-0.4875798496007156,-0.6654335295724843,-0.776405163621353,-0.8192292190293724,-0.837448523196287,-0.9247205566623231,-0.929849961598798,-0.9313025526038264,-0.796496169485645,0.1447418960909779
85.03718841075897,62.34161094989612,8.487786918878555,11.205342043022679,0.6611618543294492,0.209613463321618,0.18064477288320147,0.6862979874646394,10,112,0.17825106159017712,"{'xgbregressor__colsample_bylevel': 0.6611618543294492, 'xgbregressor__colsample_bynode': 0.209613463321618, 'xgbregressor__colsample_bytree': 0.18064477288320147, 'xgbregressor__learning_rate': 0.6862979874646394, 'xgbregressor__max_depth': 10, 'xgbregressor__n_estimators': 112, 'xgbregressor__subsample': 0.17825106159017712}",-1.5249853019062554,-1.4588484081802924,-1.844101874701261,-1.3817493809378436,-1.5404561229745597,-1.426712662639681,-1.1204026240729428,-1.1141164793689293,-1.4264216068477205,0.22119131408127568,9,-1.060556335921545,-1.10142790471265,-1.1806219521937993,-1.209803102791674,-1.240164335631891,-1.2578495036306927,-1.2629229467621117,-1.2318238712263874,-1.1931462441088438,0.06998982618896513
90.44464936852455,54.52360054783663,7.705112904310226,8.253900902240035,0.040493968828985816,0.3710185628880319,0.9668137113281218,0.47324698224859274,13,937,0.7413503768514826,"{'xgbregressor__colsample_bylevel': 0.040493968828985816, 'xgbregressor__colsample_bynode': 0.3710185628880319, 'xgbregressor__colsample_bytree': 0.9668137113281218, 'xgbregressor__learning_rate': 0.47324698224859274, 'xgbregressor__max_depth': 13, 'xgbregressor__n_estimators': 937, 'xgbregressor__subsample': 0.7413503768514826}",-1.5295080109201495,-1.5210649531388256,-1.7754745231544389,-1.3613463928787262,-1.5356109051922953,-1.3409523779386758,-1.0513783912019696,-1.070192813782555,-1.3981910460259543,0.23077717435235634,6,-0.9493604692874422,-1.0586714984793508,-1.0931943556406116,-1.144979174270802,-1.1486589480262113,-1.1812028593606503,-1.1874885033359004,-1.1606705599646765,-1.1155282960457056,0.07486444833293146
46.645996391773224,22.884104737619293,2.2724581956863403,1.6059170167548402,0.5121292758010692,0.735523363270474,0.020428453097985022,0.734881190604372,9,659,0.6961971150206462,"{'xgbregressor__colsample_bylevel': 0.5121292758010692, 'xgbregressor__colsample_bynode': 0.735523363270474, 'xgbregressor__colsample_bytree': 0.020428453097985022, 'xgbregressor__learning_rate': 0.734881190604372, 'xgbregressor__max_depth': 9, 'xgbregressor__n_estimators': 659, 'xgbregressor__subsample': 0.6961971150206462}",-1.6360880261807615,-1.5405464150697368,-1.5420537872350715,-1.387324407840585,-1.574053873549304,-1.4003722338104787,-1.1621871124816165,-1.0503784342096838,-1.4116255362971546,0.19488287297655232,8,-0.8154919993335955,-1.0148393292320823,-1.1626118875134739,-1.2227926767868433,-1.2362056954729512,-1.26414885018983,-1.2704645044483798,-1.2579506820874093,-1.1555632031330707,0.15083131207854467
