mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_xgbregressor__colsample_bylevel,param_xgbregressor__colsample_bynode,param_xgbregressor__colsample_bytree,param_xgbregressor__learning_rate,param_xgbregressor__max_depth,param_xgbregressor__n_estimators,param_xgbregressor__subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,mean_train_score,std_train_score
2.41094172000885,1.0203759361003057,0.15343168377876282,0.0156776024196453,0.5,0.5,0.6,0.1,6,300,0.6,"{'xgbregressor__colsample_bylevel': 0.5, 'xgbregressor__colsample_bynode': 0.5, 'xgbregressor__colsample_bytree': 0.6, 'xgbregressor__learning_rate': 0.1, 'xgbregressor__max_depth': 6, 'xgbregressor__n_estimators': 300, 'xgbregressor__subsample': 0.6}",-0.8960122728677701,-0.8669228313056982,-0.7655287207135849,-0.5369156181087634,-0.8288713561565658,-0.8750251801962231,-0.7816659157604224,-0.6022739755740731,-0.7691519838353876,0.12368302956629994,1,-0.3539853047602033,-0.39889319717215743,-0.42629452974419635,-0.45162451106380086,-0.45896809823322504,-0.483981725174828,-0.49464315606470155,-0.5106695552919858,-0.4473825096881373,0.04905290009747333
