mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_xgbregressor__colsample_bylevel,param_xgbregressor__colsample_bynode,param_xgbregressor__colsample_bytree,param_xgbregressor__gamma,param_xgbregressor__learning_rate,param_xgbregressor__max_depth,param_xgbregressor__n_estimators,param_xgbregressor__reg_alpha,param_xgbregressor__reg_lambda,param_xgbregressor__subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,mean_train_score,std_train_score
5.172011911869049,2.2972751883893308,0.45967650413513184,0.019362735050340113,0.704201895855378,0.3931457187864475,0.7719940920351023,2.8305103392203,0.09784937551248402,13,114,1.0398356516050173,0.39183506770976345,0.35652651159116594,"{'xgbregressor__colsample_bylevel': 0.704201895855378, 'xgbregressor__colsample_bynode': 0.3931457187864475, 'xgbregressor__colsample_bytree': 0.7719940920351023, 'xgbregressor__gamma': 2.8305103392203, 'xgbregressor__learning_rate': 0.09784937551248402, 'xgbregressor__max_depth': 13, 'xgbregressor__n_estimators': 114, 'xgbregressor__reg_alpha': 1.0398356516050173, 'xgbregressor__reg_lambda': 0.39183506770976345, 'xgbregressor__subsample': 0.35652651159116594}",-0.9117598160620174,-0.8635942116053885,-0.6644394238563793,-0.5033664548933025,-0.7938775771900091,-0.5534909497930757,-0.6560380157071166,-0.5228448055513583,-0.6836764068323309,0.14705332116692332,8,-0.425938810277185,-0.4254553231581093,-0.4342274434400609,-0.4372176441770803,-0.4338192791620018,-0.45473676889909215,-0.45213026260601,-0.4568807528582519,-0.4400507855722239,0.011925732242921983
4.585921555757523,2.32057512957039,0.5447348356246948,0.0681350284889688,0.7236066017395306,0.5866521874144484,0.21004408473458988,2.5147860446956347,0.09964792069816289,15,119,0.6718841480560054,0.4746658413187742,0.5431863383416853,"{'xgbregressor__colsample_bylevel': 0.7236066017395306, 'xgbregressor__colsample_bynode': 0.5866521874144484, 'xgbregressor__colsample_bytree': 0.21004408473458988, 'xgbregressor__gamma': 2.5147860446956347, 'xgbregressor__learning_rate': 0.09964792069816289, 'xgbregressor__max_depth': 15, 'xgbregressor__n_estimators': 119, 'xgbregressor__reg_alpha': 0.6718841480560054, 'xgbregressor__reg_lambda': 0.4746658413187742, 'xgbregressor__subsample': 0.5431863383416853}",-1.032146361908147,-0.8443051410546628,-0.7390533086713021,-0.6032788651699711,-0.8402695663402122,-0.5912513501571462,-0.6821673009775981,-0.5590047241153353,-0.7364345772992968,0.15128821169415024,34,-0.4525936504585425,-0.48545012787511294,-0.4913598920477016,-0.49597648764487434,-0.47942303578069956,-0.5027085065891601,-0.5043195963176679,-0.5063112580960163,-0.4897678193512219,0.016588998845962783
4.582807630300522,2.3332240547849112,0.4801505506038666,0.07927268363801072,0.5449918668344232,0.6490928821516804,0.5833706302451805,2.5264490355482483,0.13042615083604028,14,119,0.402000749606968,0.5432372527915568,0.6680907067473594,"{'xgbregressor__colsample_bylevel': 0.5449918668344232, 'xgbregressor__colsample_bynode': 0.6490928821516804, 'xgbregressor__colsample_bytree': 0.5833706302451805, 'xgbregressor__gamma': 2.5264490355482483, 'xgbregressor__learning_rate': 0.13042615083604028, 'xgbregressor__max_depth': 14, 'xgbregressor__n_estimators': 119, 'xgbregressor__reg_alpha': 0.402000749606968, 'xgbregressor__reg_lambda': 0.5432372527915568, 'xgbregressor__subsample': 0.6680907067473594}",-0.9045772367348638,-0.8736611312879801,-0.6749728369792404,-0.48489723303541704,-0.7890234814693514,-0.5499895280473767,-0.6783730318275443,-0.5226379360882474,-0.6847665519337526,0.14975082614581225,12,-0.3864478840136786,-0.3932840979428712,-0.4039555403449585,-0.3991916897649885,-0.3947965048085449,-0.4066523084904581,-0.4053929997291998,-0.4075090626622784,-0.39965376096962224,0.007079052195385233
2.7852322459220886,1.4117384952727448,0.2807825207710266,0.036665130169759585,0.4261948406425784,0.32634665149142755,0.3181865991435311,5.4443437165232655,0.14423960781568074,13,55,0.5742842396610583,0.8633209642084372,0.3796744570493219,"{'xgbregressor__colsample_bylevel': 0.4261948406425784, 'xgbregressor__colsample_bynode': 0.32634665149142755, 'xgbregressor__colsample_bytree': 0.3181865991435311, 'xgbregressor__gamma': 5.4443437165232655, 'xgbregressor__learning_rate': 0.14423960781568074, 'xgbregressor__max_depth': 13, 'xgbregressor__n_estimators': 55, 'xgbregressor__reg_alpha': 0.5742842396610583, 'xgbregressor__reg_lambda': 0.8633209642084372, 'xgbregressor__subsample': 0.3796744570493219}",-1.0133727874892546,-0.8802737214520425,-0.8211191300173724,-0.6586993831798938,-0.8886335695788068,-0.6269419404503689,-0.7231665761139318,-0.5973798426384672,-0.7761983688650173,0.13811899870776062,37,-0.5900616889823322,-0.6231121439642799,-0.6470042508399503,-0.6269004076481471,-0.6438223585154332,-0.6255640355010403,-0.6266363422007161,-0.638633641602104,-0.6277168586567503,0.016568610114504934
5.608058929443359,3.413944301428923,0.5731497406959534,0.13100364027800177,0.8108702230675116,0.6312091596901585,0.8339081827723305,3.2689482367471565,0.10113003383378126,16,109,0.6000577161267739,0.32395982600332235,0.56964078364225,"{'xgbregressor__colsample_bylevel': 0.8108702230675116, 'xgbregressor__colsample_bynode': 0.6312091596901585, 'xgbregressor__colsample_bytree': 0.8339081827723305, 'xgbregressor__gamma': 3.2689482367471565, 'xgbregressor__learning_rate': 0.10113003383378126, 'xgbregressor__max_depth': 16, 'xgbregressor__n_estimators': 109, 'xgbregressor__reg_alpha': 0.6000577161267739, 'xgbregressor__reg_lambda': 0.32395982600332235, 'xgbregressor__subsample': 0.56964078364225}",-0.904520859534365,-0.8242552719057173,-0.6471218792419451,-0.48720865722131407,-0.7756860278524768,-0.5764094591678299,-0.6501117150224943,-0.5278298130334069,-0.6741429603724437,0.13835196270042274,1,-0.3810719626809239,-0.3861284739383042,-0.3911530214809775,-0.3942344071086585,-0.39061250354205185,-0.3992388075983285,-0.394708669457025,-0.3997049401692364,-0.3921065982469382,0.0059218275820747445
4.99822461605072,2.684003705454246,0.4812474846839905,0.1229523464535626,0.6764141030733952,0.6221288100314818,0.7789924865955133,3.6897960083184493,0.14291069771821646,13,106,0.41875009682926534,0.40445624508197514,0.62727803573569,"{'xgbregressor__colsample_bylevel': 0.6764141030733952, 'xgbregressor__colsample_bynode': 0.6221288100314818, 'xgbregressor__colsample_bytree': 0.7789924865955133, 'xgbregressor__gamma': 3.6897960083184493, 'xgbregressor__learning_rate': 0.14291069771821646, 'xgbregressor__max_depth': 13, 'xgbregressor__n_estimators': 106, 'xgbregressor__reg_alpha': 0.41875009682926534, 'xgbregressor__reg_lambda': 0.40445624508197514, 'xgbregressor__subsample': 0.62727803573569}",-0.9050280511924308,-0.8638186827185814,-0.6790389357222953,-0.4915662560701635,-0.7904866612053589,-0.5632032416072117,-0.669685287248138,-0.5297007623413811,-0.6865659847631951,0.14497209792052285,15,-0.3977828590447596,-0.39999612387334255,-0.40879047630493676,-0.40770945911556206,-0.40470580583547205,-0.4124180599312789,-0.4124937205446413,-0.41390918930490334,-0.40722571174436206,0.005588471414956321
3.8753649294376373,2.0737092033413207,0.41818851232528687,0.049960926122760645,0.31738727332322364,0.6905031858133797,0.5203784403059386,3.4413117901152668,0.09149064675990315,17,61,0.6365797123052348,0.5212205491934336,0.4942694264640066,"{'xgbregressor__colsample_bylevel': 0.31738727332322364, 'xgbregressor__colsample_bynode': 0.6905031858133797, 'xgbregressor__colsample_bytree': 0.5203784403059386, 'xgbregressor__gamma': 3.4413117901152668, 'xgbregressor__learning_rate': 0.09149064675990315, 'xgbregressor__max_depth': 17, 'xgbregressor__n_estimators': 61, 'xgbregressor__reg_alpha': 0.6365797123052348, 'xgbregressor__reg_lambda': 0.5212205491934336, 'xgbregressor__subsample': 0.4942694264640066}",-0.9534225088774759,-0.8393581195492469,-0.6925991347852122,-0.5537061686488848,-0.8309006696315089,-0.5902919571674642,-0.6798706480032312,-0.5308055018496176,-0.7088693385640802,0.1425981236917017,27,-0.47132292863974923,-0.48740780826547503,-0.499743201102976,-0.5018155514464185,-0.4994662955920465,-0.5294336288500041,-0.5167077577808847,-0.5209695112284682,-0.5033583353632528,0.01760527433332089
5.380475580692291,2.9143436221798242,0.6283259689807892,0.14242719659837055,0.4014959651449518,0.64492941624297,0.7817235936680038,3.7131192512790436,0.0917475978454523,17,110,0.6045419755331461,0.5481338722257472,0.6292956613326117,"{'xgbregressor__colsample_bylevel': 0.4014959651449518, 'xgbregressor__colsample_bynode': 0.64492941624297, 'xgbregressor__colsample_bytree': 0.7817235936680038, 'xgbregressor__gamma': 3.7131192512790436, 'xgbregressor__learning_rate': 0.0917475978454523, 'xgbregressor__max_depth': 17, 'xgbregressor__n_estimators': 110, 'xgbregressor__reg_alpha': 0.6045419755331461, 'xgbregressor__reg_lambda': 0.5481338722257472, 'xgbregressor__subsample': 0.6292956613326117}",-0.9157212446413583,-0.8214364638529499,-0.6495831101626245,-0.5050129622159418,-0.7842209601752109,-0.5411827284916153,-0.6758530465596866,-0.5183595010285595,-0.6764212521409934,0.14286753528699997,2,-0.3995987441338683,-0.4028069014601448,-0.41015531471358285,-0.4115771701508629,-0.40986009798782563,-0.4184383851632202,-0.417798426779942,-0.42047873900543387,-0.41133922242436005,0.006981543463380302
4.845092236995697,2.400052422550745,0.5329240560531616,0.04488911063509346,0.8984250358878716,0.5851001354124838,0.3820624427642667,2.754845433105562,0.09776776468159715,16,101,0.9916659357531619,0.33057591116322793,0.3827428568463874,"{'xgbregressor__colsample_bylevel': 0.8984250358878716, 'xgbregressor__colsample_bynode': 0.5851001354124838, 'xgbregressor__colsample_bytree': 0.3820624427642667, 'xgbregressor__gamma': 2.754845433105562, 'xgbregressor__learning_rate': 0.09776776468159715, 'xgbregressor__max_depth': 16, 'xgbregressor__n_estimators': 101, 'xgbregressor__reg_alpha': 0.9916659357531619, 'xgbregressor__reg_lambda': 0.33057591116322793, 'xgbregressor__subsample': 0.3827428568463874}",-1.0076510789361528,-0.8279644347672029,-0.6769942712014821,-0.5346682884913692,-0.8036200768130144,-0.5606712622927998,-0.6693057982275075,-0.5230207592254187,-0.7004869962443684,0.15862669508884333,23,-0.42826707915481455,-0.4332575572760499,-0.43931874030147644,-0.4397419400178094,-0.4392430626399022,-0.4532611264752014,-0.4491450382817725,-0.4514748225880802,-0.44171367084188834,0.008305819054306657
4.566715717315674,2.479092018819002,0.4433633089065552,0.0675593861175462,0.8844906448709777,0.4288329552340464,0.7255629254733735,4.422767616448813,0.12930487957090553,14,106,0.7570758847121986,0.4701231239153787,0.5263479614349785,"{'xgbregressor__colsample_bylevel': 0.8844906448709777, 'xgbregressor__colsample_bynode': 0.4288329552340464, 'xgbregressor__colsample_bytree': 0.7255629254733735, 'xgbregressor__gamma': 4.422767616448813, 'xgbregressor__learning_rate': 0.12930487957090553, 'xgbregressor__max_depth': 14, 'xgbregressor__n_estimators': 106, 'xgbregressor__reg_alpha': 0.7570758847121986, 'xgbregressor__reg_lambda': 0.4701231239153787, 'xgbregressor__subsample': 0.5263479614349785}",-0.9140570525197371,-0.8188327975188096,-0.6691663893476798,-0.5054229983255895,-0.7809763508041591,-0.5610647171061856,-0.6616817660826898,-0.5246704422708354,-0.6794840642469607,0.1384983171169655,4,-0.4141011089612237,-0.41949989532135323,-0.4266287231426737,-0.4224599883174486,-0.41866597676447603,-0.43089927629426744,-0.4255173988406724,-0.42493381271891223,-0.4228382725451284,0.0049491191706425705
4.695917904376984,2.579848654905969,0.4845530092716217,0.040959271145664514,0.33873584137467033,0.5036837143594293,0.8029563079419939,3.7043771229571156,0.05114940684149233,14,100,0.9241994975539172,0.25707931395904826,0.3330647640072495,"{'xgbregressor__colsample_bylevel': 0.33873584137467033, 'xgbregressor__colsample_bynode': 0.5036837143594293, 'xgbregressor__colsample_bytree': 0.8029563079419939, 'xgbregressor__gamma': 3.7043771229571156, 'xgbregressor__learning_rate': 0.05114940684149233, 'xgbregressor__max_depth': 14, 'xgbregressor__n_estimators': 100, 'xgbregressor__reg_alpha': 0.9241994975539172, 'xgbregressor__reg_lambda': 0.25707931395904826, 'xgbregressor__subsample': 0.3330647640072495}",-0.9277070442562421,-0.8509501649989283,-0.7260809879891733,-0.5721303025126329,-0.8052104154831973,-0.6192904337622548,-0.6790617026507595,-0.5481926916069386,-0.7160779679075158,0.12780182713712587,30,-0.4955576489960053,-0.5157329212182018,-0.5385419545576104,-0.5408614146152501,-0.5376682629631836,-0.5616045911755809,-0.558497343049133,-0.5644126183526161,-0.5391095943659476,0.02227908778891974
