mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_elasticnet__alpha,param_elasticnet__l1_ratio,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,mean_train_score,std_train_score
1.2917470335960388,0.6117929135973948,0.09937083721160889,0.01385636578695299,0.2842123803375489,0.20839305953877407,"{'elasticnet__alpha': 0.2842123803375489, 'elasticnet__l1_ratio': 0.20839305953877407}",-1.627739945207527,-1.4908626198931976,-1.586507781168362,-1.5321098014008037,-1.595588658060298,-1.5612858398361245,-1.3588292390047703,-1.220908969664626,-1.4967291067794637,0.13016535810923824,12,-1.4199697001082017,-1.481143774349221,-1.4864680573277507,-1.5106792216029388,-1.5108969019085603,-1.5301952874913298,-1.535990009041025,-1.517290419903385,-1.4990791714665515,0.03477700249569958
0.6416521072387695,0.31090405362633916,0.09900406002998352,0.013097357226134832,0.6383610856859034,0.7652022747166485,"{'elasticnet__alpha': 0.6383610856859034, 'elasticnet__l1_ratio': 0.7652022747166485}",-1.8239404599181135,-1.6959796741176143,-1.7577434406143557,-1.7199367190632222,-1.712541806896295,-1.7404614016215723,-1.5564144774907303,-1.4491585669132367,-1.6820220683293925,0.112836263495699,19,-1.5697362910753594,-1.6649032650589652,-1.6647606493013114,-1.688065774291189,-1.6953856728818928,-1.698043706931237,-1.7022273205553946,-1.6842629473497845,-1.6709232034306418,0.04046403702312082
1.4739181697368622,0.7411879343619722,0.09171086549758911,0.002588163715197527,0.16463403726868334,0.21249884153768694,"{'elasticnet__alpha': 0.16463403726868334, 'elasticnet__l1_ratio': 0.21249884153768694}",-1.5865140839386271,-1.4677996843030767,-1.557353772818965,-1.49566465605136,-1.5919364351002128,-1.5452615003478363,-1.3377933672376434,-1.1867448226462676,-1.4711335403054986,0.13233684620872924,8,-1.3918325499873814,-1.4487704951304603,-1.456861118918468,-1.4818895074833562,-1.4810545460457032,-1.5028132710075857,-1.50754212780885,-1.4886597555881889,-1.4699279214962493,0.0350558531521265
1.3090156316757202,0.8278338918055739,0.1687009036540985,0.06449226262667938,0.9904830069269197,0.9071508152010903,"{'elasticnet__alpha': 0.9904830069269197, 'elasticnet__l1_ratio': 0.9071508152010903}",-1.8239404599181135,-1.6959796741176143,-1.7589342353572046,-1.7199367190632222,-1.712541806896295,-1.7405287988037632,-1.557429770526868,-1.4491585669132367,-1.6823062539495397,0.11280023472516323,20,-1.5697362910753594,-1.6649032650589652,-1.6674015865494072,-1.688065774291189,-1.6953856728818928,-1.698082313545916,-1.7028264546046388,-1.6842629473497845,-1.671333038169644,0.04048418297968595
3.2905410826206207,1.919408915849509,0.2503858506679535,0.18141625469423192,0.30800968913149107,0.7132433574674347,"{'elasticnet__alpha': 0.30800968913149107, 'elasticnet__l1_ratio': 0.7132433574674347}",-1.7320545129927436,-1.5707154118853854,-1.6718737265522323,-1.625610693099458,-1.6321939531889953,-1.6282542936508457,-1.439860589253144,-1.3264404810510066,-1.5783754577092264,0.12384009450277389,15,-1.50018194901976,-1.5694078103143776,-1.5710430439883996,-1.5961412209242465,-1.598628405515586,-1.6154733555044538,-1.6188895991313184,-1.5990868649454881,-1.5836065311679537,0.03571048700811938
5.167812526226044,2.2039063232840106,0.6508489549160004,0.15005090185061334,0.3891968221551268,0.9259740560035064,"{'elasticnet__alpha': 0.3891968221551268, 'elasticnet__l1_ratio': 0.9259740560035064}",-1.8024086560927517,-1.6401613560649522,-1.725313689002077,-1.6871153573684103,-1.6741350092431926,-1.6878999125016911,-1.5023673917478857,-1.3954793206409146,-1.6393600865827345,0.1214826644471794,18,-1.5505866782095925,-1.6301267220835463,-1.6267607526159475,-1.654355656355077,-1.6577958679875127,-1.6661313939150906,-1.6667353941367693,-1.6472658271195901,-1.6374697865528907,0.0356887353361376
21.89851263165474,10.092628899145678,0.48662900924682617,0.056242142095673374,0.013465221657880236,0.20906429014042494,"{'elasticnet__alpha': 0.013465221657880236, 'elasticnet__l1_ratio': 0.20906429014042494}",-1.4365137326662407,-1.3545704671602234,-1.4546301787278568,-1.3419475042246127,-1.4958784631201323,-1.394918246397841,-1.1746551617935101,-1.0173245198933605,-1.333804784247972,0.15047280244461897,3,-1.2411058703399946,-1.3002866321842368,-1.317052717473737,-1.3521629250626621,-1.3480698094773678,-1.3676382109349385,-1.36563679636559,-1.3407919339982348,-1.3290931119795952,0.03963410518672078
6.025425016880035,2.658731849036532,0.4817265272140503,0.08818050470672305,0.1879495675306182,0.29399800519882624,"{'elasticnet__alpha': 0.1879495675306182, 'elasticnet__l1_ratio': 0.29399800519882624}",-1.6092162232534293,-1.4770746639212138,-1.5704800122246898,-1.5125670920753254,-1.5928336080597714,-1.5532320440153131,-1.348826912777311,-1.207036365247209,-1.483908365196783,0.13021151810651124,11,-1.4078047739432555,-1.4647559313327216,-1.47104237174233,-1.4950674386624023,-1.49444530931004,-1.5156795196155295,-1.5222391919199765,-1.504019495457367,-1.4843817539979527,0.03435291388498426
7.422731518745422,3.2493010687633825,0.48938795924186707,0.09494727146822284,0.10094586062115032,0.744040643683664,"{'elasticnet__alpha': 0.10094586062115032, 'elasticnet__l1_ratio': 0.744040643683664}",-1.5993177127284484,-1.4683032784988987,-1.5614157798359938,-1.5013710111916427,-1.59114231356722,-1.547717358500861,-1.3438210305781275,-1.202778406261447,-1.4769833613953298,0.12928686929540867,9,-1.4020964086301007,-1.4578844035871434,-1.4633173760663118,-1.4863139330210577,-1.4841531434722703,-1.5060652568372337,-1.512624122376167,-1.4952083052949134,-1.4759578686606498,0.03304883954820889
5.2996542155742645,2.7230382863449005,0.44720861315727234,0.04350243344398384,0.32370046991571416,0.22951660959174647,"{'elasticnet__alpha': 0.32370046991571416, 'elasticnet__l1_ratio': 0.22951660959174647}",-1.6415914735115404,-1.5003354564277065,-1.5973722486853066,-1.5446311216688875,-1.5984262370420739,-1.5673857515949339,-1.366846700825822,-1.2328222281450008,-1.506176402237659,0.1296913126868355,14,-1.429735476991162,-1.493700695047017,-1.4973852779325365,-1.5212054725045263,-1.5216479920521142,-1.5397888759775493,-1.5453817697545018,-1.5265638858088388,-1.5094261807585307,0.034531517251275984
5.945738226175308,3.167319157923113,0.49412113428115845,0.10410216845718058,0.22535348372880096,0.051462164261295684,"{'elasticnet__alpha': 0.22535348372880096, 'elasticnet__l1_ratio': 0.051462164261295684}",-1.5719456884376024,-1.4632958657812352,-1.552300056901444,-1.4838455828265744,-1.5748120434391735,-1.5242290505702298,-1.3203028956727858,-1.165528050862195,-1.4570324043114051,0.13467383991715695,7,-1.3775137820043577,-1.4383276152603723,-1.4470107676111112,-1.4728827261143398,-1.4713995729786633,-1.490704499938326,-1.4937829220573706,-1.4738323975759624,-1.458181785442563,0.03533278152490637
24.796728432178497,11.31572135532959,0.9200904667377472,1.0767417768851488,0.010224966793693224,0.26631788633978937,"{'elasticnet__alpha': 0.010224966793693224, 'elasticnet__l1_ratio': 0.26631788633978937}",-1.4329676827469797,-1.3499917229508254,-1.4517260388148383,-1.3358254937069658,-1.4902662968613087,-1.3889561067932295,-1.167368009308186,-1.0114881522451873,-1.32857368792844,0.15120225388726927,2,-1.2359142992669039,-1.2941865510768507,-1.3112573064934328,-1.346802895565471,-1.3426606731138044,-1.3624174010539303,-1.3603460689671178,-1.3353002845534396,-1.323610685011369,0.03968929129842975
14.603118360042572,5.555315448582609,0.5571532249450684,0.20544927516327566,0.024646396397070076,0.4208528292358409,"{'elasticnet__alpha': 0.024646396397070076, 'elasticnet__l1_ratio': 0.4208528292358409}",-1.476110016376219,-1.3944890104055943,-1.4872036345446098,-1.393916800102677,-1.5377833160285868,-1.4453754962447503,-1.2415063849588464,-1.0748692591092934,-1.381406739721322,0.1425536358234144,6,-1.2909362890140808,-1.3513283680795314,-1.3652200376422994,-1.398068043208482,-1.3940292790041517,-1.4118311353959614,-1.4113830690996683,-1.3885532834715884,-1.3764186881144704,0.03785630683899577
16.794639497995377,8.634896483488967,0.7366952300071716,0.181176690541582,0.029003903167823985,0.22912063862512044,"{'elasticnet__alpha': 0.029003903167823985, 'elasticnet__l1_ratio': 0.22912063862512044}",-1.465779756480769,-1.384181511790098,-1.4793793314556911,-1.3810227462367028,-1.5275433810110008,-1.4358713994142434,-1.2248377418717182,-1.0605862297146629,-1.3699002622468608,0.14466688335611014,5,-1.2781919742721226,-1.3388490434819489,-1.35393356692724,-1.3866936248958814,-1.3829393582685077,-1.4024804286406816,-1.4019929466416126,-1.3787641165461242,-1.365480632459265,0.03888326955592581
