mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_ridge__alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,mean_train_score,std_train_score
1.3931235373020172,0.6601845387187908,0.11584225296974182,0.009456143827564222,0.035305793520765585,{'ridge__alpha': 0.035305793520765585},-0.9376251357856813,-0.8754277171078133,-0.9446466107780327,-0.7659034224758582,-1.022573257631833,-1.088716764647385,-1.0314449822767429,-0.831083453588621,-0.9371776680364958,0.10222690592652454,45,-0.7909687912015467,-0.7769547435132841,-0.7677705770041121,-0.7893563884900184,-0.7822105958672313,-0.8120343621828657,-0.8466774561181926,-0.8673869154755107,-0.8041699787315952,0.03317873760042753
1.385315179824829,0.6385790607985334,0.12366583943367004,0.024124316256288893,0.013694931199862787,{'ridge__alpha': 0.013694931199862787},-0.9040717605238866,-0.8754326016043269,-0.9446504636663686,-0.7659011659853483,-1.0225376520251235,-1.088720136391825,-1.031443577682554,-0.8310833729749233,-0.9329800913567945,0.10280593837314843,21,-0.7909776001846074,-0.7769547252732525,-0.7677705775361515,-0.7893563868916037,-0.782210594176226,-0.8120343616021815,-0.8466774563106587,-0.8673869154750735,-0.8041710771812194,0.033178301649598764
1.425421565771103,0.6988066710448329,0.12815606594085693,0.030265679401674076,0.06714540212054175,{'ridge__alpha': 0.06714540212054175},-0.9040489880652772,-0.8753537050679979,-0.9444018295753174,-0.7657705567565092,-1.0225544519874465,-1.0887197115925087,-1.031507586199581,-0.831083396674171,-0.9329300282398512,0.10284470858399498,7,-0.7909776010857651,-0.7769547477946824,-0.767767580782871,-0.7893567293541052,-0.7822105918242979,-0.8120343655207498,-0.8466765589503521,-0.8673869154798308,-0.8041706363490818,0.03317854777490804
1.4637111723423004,0.6646152019979582,0.12358886003494263,0.00842065855203213,0.20235492403624653,{'ridge__alpha': 0.20235492403624653},-0.9369553886842582,-0.8753422105445987,-0.9446249237673661,-0.7658935474912346,-1.0225475559870092,-1.0887163859454985,-1.031447159495831,-0.8310832123510953,-0.9370762980333613,0.10223262316561278,35,-0.7909688009656867,-0.7769547280265195,-0.7677705786146454,-0.7893563860004539,-0.7822105808172996,-0.8120343615349801,-0.8466774542681035,-0.8673869155275289,-0.8041699757194021,0.0331787395628013
1.5371153056621552,0.813168982262805,0.1471533179283142,0.03984093405403306,0.3986966631703463,{'ridge__alpha': 0.3986966631703463},-0.9362088967017661,-0.8752555873695689,-0.9443671769513199,-0.7658902450384752,-1.0225767754574753,-1.0887190872215615,-1.0315059585841835,-0.8310835626796652,-0.9369509112505019,0.10224818850759573,29,-0.7909688220884583,-0.7769547551686585,-0.7677675805846544,-0.7893563869696312,-0.7822105926854297,-0.8120343619241059,-0.8466765589193066,-0.8673869156700765,-0.8041694967512902,0.0331790024975111
1.4700807929039001,0.6808791414380544,0.13372758030891418,0.018432437525185585,0.0186495018083559,{'ridge__alpha': 0.0186495018083559},-0.9040355461644316,-0.875467355310229,-0.9446499462202727,-0.7658926742858713,-1.022537432509336,-1.0887167631838686,-1.0314470380189287,-0.8310835866858413,-0.9329787927973474,0.10280622397357536,20,-0.7909776095672931,-0.7769547434708484,-0.7677705763613581,-0.7893563857517439,-0.7822105950610906,-0.8120343612878108,-0.8466774542204817,-0.8673869154731723,-0.8041710801492248,0.03317829912429386
1.3785658478736877,0.6462944217123924,0.12262165546417236,0.022950820889045924,0.02161669039791395,{'ridge__alpha': 0.02161669039791395},-0.9376824372225547,-0.8754183519357402,-0.9446496336438523,-0.765895986694001,-1.0225564683386947,-1.0887207271447952,-1.031444298623806,-0.8310835155566787,-0.9371814273950154,0.10222812576248942,48,-0.7909687912735868,-0.7769547402119206,-0.7677705773421959,-0.7893563856896424,-0.7822105916248894,-0.8120343614417104,-0.8466774554086892,-0.8673869154747172,-0.804169977308419,0.03317873826047026
1.3740498721599579,0.6826569818180389,0.11365348100662231,0.006686521037018676,0.230240792909535,{'ridge__alpha': 0.230240792909535},-0.936853294759649,-0.8753376810601909,-0.9446206613676704,-0.7657615910052129,-1.022544364432742,-1.088708679711399,-1.0314431024063697,-0.8310834031443515,-0.9370440972359482,0.10225831360168158,32,-0.7909688014674146,-0.7769547554308218,-0.7677705786834219,-0.7893567298418918,-0.7822105927848115,-0.8120343641346808,-0.846677454670583,-0.8673869155411895,-0.8041700240693519,0.03317871668368523
1.44159734249115,0.6480014036219489,0.14589765667915344,0.03166723849140154,0.8231634422631747,{'ridge__alpha': 0.8231634422631747},-0.9346813667657613,-0.8749555552145983,-0.9443082591548253,-0.7657613825414786,-1.0225615151409708,-1.0887175244036613,-1.0314420358355438,-0.831083159375146,-0.9366888498039982,0.10229054500498495,26,-0.7909689188726201,-0.7769547960918967,-0.7677675938490142,-0.7893567349159458,-0.7822105820835257,-0.8120343637321648,-0.8466774577175965,-0.8673869163424931,-0.8041696704506571,0.0331791172792908
1.4067972600460052,0.6650083909080025,0.12079662084579468,0.004957492380797072,0.10757860959317646,{'ridge__alpha': 0.10757860959317646},-0.9040647647062671,-0.8754038690185939,-0.9446366660137228,-0.7657661594095905,-1.0225498224267782,-1.0887130315304965,-1.0314473350519127,-0.8310834806500376,-0.9329581411009249,0.10283584682823681,12,-0.7909776015753729,-0.7769547410782738,-0.7677705773599666,-0.7893567289980669,-0.7822105789046493,-0.8120343628458556,-0.8466774561672382,-0.867386915488917,-0.8041711203022925,0.033178282170328185
1.38332137465477,0.6354422911154824,0.12322646379470825,0.028388607471433062,0.016942570150933048,{'ridge__alpha': 0.016942570150933048},-0.9377008475326208,-0.8754419995984583,-0.9446504565026449,-0.7658978041358003,-1.0225546077215053,-1.088722113662962,-1.0314439950177354,-0.831082622278875,-0.9371868058063252,0.10222612197882855,49,-0.7909687913037471,-0.7769547412403309,-0.767770576234412,-0.7893563859252677,-0.7822105926304452,-0.8120343628816934,-0.8466774563850074,-0.8673869154421205,-0.804169977755378,0.03317873840035268
1.3381317257881165,0.6098755736298133,0.12746533751487732,0.032675542065886076,0.03284745889623701,{'ridge__alpha': 0.03284745889623701},-0.9376266279667029,-0.8754406965885119,-0.9446443841986484,-0.7657662435428331,-1.0225436510446233,-1.0887170295903625,-1.0314451056061609,-0.8310833036406825,-0.9371583802723157,0.10225163423341818,40,-0.7909687935347696,-0.7769547389326915,-0.7677705947936234,-0.7893567289865091,-0.7822105943523101,-0.8120343655701923,-0.8466774551582444,-0.867386915474748,-0.804170023350386,0.033178716583423584
1.2138870060443878,0.6006036757978972,0.10131224989891052,0.00719013089882022,0.17220978631062542,{'ridge__alpha': 0.17220978631062542},-0.904029873229978,-0.8753812476769752,-0.9446294274614531,-0.7658848840941348,-1.0225516543800648,-1.0887202404380776,-1.031443286515921,-0.8310834132598506,-0.9329655033820569,0.1028155194320326,16,-0.7909776131621503,-0.7769547500196463,-0.7677705782121451,-0.7893563873513134,-0.7822105802083255,-0.8120343614658475,-0.8466774560453004,-0.8673869155119786,-0.8041710802470884,0.03317829946662598
1.219591498374939,0.6108244308902198,0.11748683452606201,0.03227094949642827,0.011808120663973388,{'ridge__alpha': 0.011808120663973388},-0.9040347766976593,-0.8754476599530516,-0.9446494320179434,-0.7658955046451978,-1.02257109418063,-1.0887252504185483,-1.0314443227841903,-0.8310832662800188,-0.932981413372155,0.10281203401564808,23,-0.7909776093493872,-0.7769547394225855,-0.7677705766368291,-0.7893563857431378,-0.7822105926363465,-0.812034362094967,-0.8466774552756978,-0.8673869154750782,-0.8041710795792537,0.03317829990689648
1.1379061341285706,0.5338649503059135,0.09495294094085693,0.005616034422796906,0.8732060258216044,{'ridge__alpha': 0.8732060258216044},-0.9040075709524257,-0.8749851159570207,-0.9445356527994799,-0.7657577916549893,-1.0225602751983187,-1.0887322674543949,-1.0314426601175246,-0.831083138591068,-0.9328880590906528,0.10287176543799281,2,-0.7909776838034389,-0.7769547827118114,-0.7677705961868773,-0.7893567351156975,-0.7822105833982314,-0.8120343679118361,-0.8466774582782274,-0.8673869164504072,-0.804171140482066,0.03317827123598142
